Region,Country,Indicator,Input,Date
Americas,Grenada,Submission of initial report to CAT ,No,
Americas,Guatemala,Submission of initial report to CAT ,Yes,1994
Americas,Guyana,Submission of initial report to CAT ,Yes,1989
Americas,Haiti,Submission of initial report to CAT ,No,
Americas,Honduras,Submission of initial report to CAT ,Yes,2008
Americas,Jamaica,Submission of initial report to CAT ,No,
Americas,Mexico,Submission of initial report to CAT ,Yes,1992
Americas,Nicaragua,Submission of initial report to CAT ,Yes,2007
Americas,Panama,Submission of initial report to CAT ,Yes,1992
Americas,Paraguay,Submission of initial report to CAT ,Yes,1993
Americas,Peru,Submission of initial report to CAT ,Yes,2004
Americas,Saint Kitts and Nevis,Submission of initial report to CAT ,No,
Americas,Saint Lucia,Submission of initial report to CAT ,No,
Americas,Saint Vincent and the Grenadines,Submission of initial report to CAT ,No,
Americas,Suriname,Submission of initial report to CAT ,No,
Americas,Trinidad and Tobago,Submission of initial report to CAT ,No,
Americas,United States,Submission of initial report to CAT ,Yes,1999
Americas,Uruguay,Submission of initial report to CAT ,Yes,1996
Americas,Venezuela,Submission of initial report to CAT ,Yes,1999
Africa,Algeria,Submission of initial report to CAT ,Yes,1996
Africa,Angola,Submission of initial report to CAT ,Yes,2024
Africa,Benin,Submission of initial report to CAT ,Yes,1996
Africa,Botswana,Submission of initial report to CAT ,Yes,2022
Africa,Burkina Faso,Submission of initial report to CAT ,Yes,2012
Africa,Burundi,Submission of initial report to CAT ,Yes,2005
Africa,Cabo Verde,Submission of initial report to CAT ,Yes,2017
Africa,Cameroon,Submission of initial report to CAT ,Yes,1999
Africa,Central African Republic,Submission of initial report to CAT ,No,
Africa,Chad,Submission of initial report to CAT ,Yes,2008
Africa,Comoros,Submission of initial report to CAT ,No,
Africa,Congo,Submission of initial report to CAT ,Yes,2014
Africa,Cote d'Ivoire,Submission of initial report to CAT ,Yes,2024
Africa,Democratic Republic of the Congo,Submission of initial report to CAT ,Yes,2005
Africa,Djibouti,Submission of initial report to CAT ,Yes,2010
Africa,Equatorial Guinea,Submission of initial report to CAT ,No,
Africa,Eritrea,Submission of initial report to CAT ,No,
Africa,Ethiopia,Submission of initial report to CAT ,Yes,2009
Africa,Gabon,Submission of initial report to CAT ,Yes,2011
Africa,Gambia,Submission of initial report to CAT ,No,
Africa,Ghana,Submission of initial report to CAT ,Yes,2009
Africa,Guinea,Submission of initial report to CAT ,Yes,2014
Africa,Guinea-Bissau,Submission of initial report to CAT ,No,
Africa,Kenya,Submission of initial report to CAT ,Yes,2007
Africa,Lesotho,Submission of initial report to CAT ,No,
Africa,Liberia,Submission of initial report to CAT ,No,
Africa,Madagascar,Submission of initial report to CAT ,Yes,2010
Africa,Malawi,Submission of initial report to CAT ,No,
Africa,Mali,Submission of initial report to CAT ,No,
Africa,Mauritania,Submission of initial report to CAT ,Yes,2011
Africa,Mozambique,Submission of initial report to CAT ,Yes,2011
Africa,Namibia,Submission of initial report to CAT ,Yes,1996
Africa,Niger,Submission of initial report to CAT ,Yes,2018
Africa,Nigeria,Submission of initial report to CAT ,No,
Africa,Rwanda,Submission of initial report to CAT ,Yes,2011
Africa,Sao Tome and Principe,Submission of initial report to CAT ,No,
Africa,Senegal,Submission of initial report to CAT ,Yes,1995
Africa,Seychelles,Submission of initial report to CAT ,Yes,2018
Africa,Sierra Leone,Submission of initial report to CAT ,Yes,2013
Africa,Somalia,Submission of initial report to CAT ,No,
Africa,South Sudan,Submission of initial report to CAT ,No,
Africa,Sudan,Submission of initial report to CAT ,No,
Africa,Swaziland,Submission of initial report to CAT ,No,
Africa,Uganda,Submission of initial report to CAT ,Yes,2004
Africa,United Republic of Tanzania,Submission of initial report to CAT ,No,
Africa,Zambia,Submission of initial report to CAT ,Yes,2000
Africa,Zimbabwe,Submission of initial report to CAT ,No,
Africa,Mauritius,Submission of initial report to CAT ,Yes,1995
Africa,South Africa,Submission of initial report to CAT ,Yes,2005
Africa,Togo,Submission of initial report to CAT ,Yes,2005
Europe,Albania,Submission of initial report to CAT ,Yes,2003
Europe,Andorra,Submission of initial report to CAT ,Yes,2012
Europe,Austria,Submission of initial report to CAT ,Yes,1998
Europe,Armenia,Submission of initial report to CAT ,Yes,1996
Europe,Belarus,Submission of initial report to CAT ,Yes,1993
Europe,Belgium,Submission of initial report to CAT ,Yes,2001
Europe,Bulgaria,Submission of initial report to CAT ,Yes,1998
Europe,Croatia,Submission of initial report to CAT ,Yes,1996
Europe,Cyprus,Submission of initial report to CAT ,Yes,1993
Europe,France,Submission of initial report to CAT ,Yes,1996
Europe,Czech Republic,Submission of initial report to CAT ,Yes,1994
Europe,Denmark,Submission of initial report to CAT ,Yes,1992
Europe,Estonia,Submission of initial report to CAT ,Yes,2001
Europe,Finland,Submission of initial report to CAT ,Yes,1996
Europe,Georgia,Submission of initial report to CAT ,Yes,1996
Europe,Germany,Submission of initial report to CAT ,Yes,1996
Europe,Greece,Submission of initial report to CAT ,Yes,1993
Europe,Holy See,Submission of initial report to CAT ,Yes,2012
Europe,Hungary,Submission of initial report to CAT ,Yes,1993
Europe,Iceland,Submission of initial report to CAT ,Yes,1998
Europe,Italy,Submission of initial report to CAT ,Yes,1998
Europe,Ireland,Submission of initial report to CAT ,Yes,2009
Europe,Latvia,Submission of initial report to CAT ,Yes,2002
Europe,Liechtenstein,Submission of initial report to CAT ,Yes,1994
Europe,Lithuania,Submission of initial report to CAT ,Yes,2002
Europe,Luxembourg,Submission of initial report to CAT ,Yes,1998
Europe,North Macedonia,Submission of initial report to CAT ,Yes,1998
Europe,Romania,Submission of initial report to CAT ,Yes,2019
Europe,San Marino,Submission of initial report to CAT ,No,
Europe,Serbia,Submission of initial report to CAT ,Yes,1998
Europe,Slovakia,Submission of initial report to CAT ,Yes,2000
Europe,Slovenia,Submission of initial report to CAT ,Yes,1999
Europe,Spain,Submission of initial report to CAT ,Yes,1992
Europe,Sweden,Submission of initial report to CAT ,Yes,1992
Europe,Switzerland,Submission of initial report to CAT ,Yes,1989
Europe,United Kingdom,Submission of initial report to CAT ,Yes,1989
Europe,Malta,Submission of initial report to CAT ,Yes,1996
Europe,Monaco,Submission of initial report to CAT ,Yes,1994
Europe,Montenegro,Submission of initial report to CAT ,Yes,2006
Europe,Netherlands,Submission of initial report to CAT ,Yes,1990
Europe,Norway,Submission of initial report to CAT ,Yes,1992
Europe,Poland,Submission of initial report to CAT ,Yes,1993
Europe,Portugal,Submission of initial report to CAT ,Yes,1993
Europe,Republic of Moldova,Submission of initial report to CAT ,Yes,2001
Europe,Russia,Submission of initial report to CAT ,Yes,1988
Europe,Turkey,Submission of initial report to CAT ,Yes,2001
Europe,Ukraine,Submission of initial report to CAT ,Yes,1990
Middle East,Bahrain,Submission of initial report to CAT ,Yes,2004
Middle East,Egypt,Submission of initial report to CAT ,Yes,1993
Middle East,Iran,Submission of initial report to CAT ,No,
Middle East,Iraq,Submission of initial report to CAT ,Yes,2014
Middle East,Israel,Submission of initial report to CAT ,Yes,1994
Middle East,Jordan,Submission of initial report to CAT ,Yes,1994
Middle East,Kuwait,Submission of initial report to CAT ,Yes,1997
Middle East,Lebanon,Submission of initial report to CAT ,Yes,2016
Middle East,Libya,Submission of initial report to CAT ,Yes,1992
Middle East,Morocco,Submission of initial report to CAT ,Yes,1992
Middle East,State of Palestine,Submission of initial report to CAT ,Yes,2019
Middle East,Oman,Submission of initial report to CAT ,No,
Middle East,Qatar,Submission of initial report to CAT ,Yes,2005
Middle East,Saudi Arabia,Submission of initial report to CAT ,Yes,2001
Middle East,Syria ,Submission of initial report to CAT ,Yes,2001
Middle East,Tunisia,Submission of initial report to CAT ,Yes,1997
Middle East,United Arab Emirates,Submission of initial report to CAT ,Yes,2018
Middle East,Yemen,Submission of initial report to CAT ,Yes,2002
Asia-Pacific,Afghanistan,Submission of initial report to CAT ,Yes,1993
Asia-Pacific,Australia,Submission of initial report to CAT ,Yes,2000
Asia-Pacific,Azerbaijan,Submission of initial report to CAT ,Yes,1998
Asia-Pacific,Bangladesh,Submission of initial report to CAT ,Yes,2019
Asia-Pacific,Bhutan,Submission of initial report to CAT ,No,
Asia-Pacific,Brunei Darussalam,Submission of initial report to CAT ,No,
Asia-Pacific,Cambodia,Submission of initial report to CAT ,Yes,2002
Asia-Pacific,China,Submission of initial report to CAT ,Yes,1989
Asia-Pacific,Cook Islands,Submission of initial report to CAT ,No,
Asia-Pacific,Fiji,Submission of initial report to CAT ,No,
Asia-Pacific,Democratic People's Republic of Korea,Submission of initial report to CAT ,No,
Asia-Pacific,India,Submission of initial report to CAT ,No,
Asia-Pacific,Indonesia,Submission of initial report to CAT ,Yes,2001
Asia-Pacific,Japan,Submission of initial report to CAT ,Yes,2005
Asia-Pacific,Kazakhstan,Submission of initial report to CAT ,Yes,2000
Asia-Pacific,Kiribati,Submission of initial report to CAT ,Yes,2023
Asia-Pacific,Kyrgyzstan,Submission of initial report to CAT ,Yes,1999
Asia-Pacific,Lao People's Democratic Republic,Submission of initial report to CAT ,No,
Asia-Pacific,Marshall Islands,Submission of initial report to CAT ,No,
Asia-Pacific,Malaysia,Submission of initial report to CAT ,No,
Asia-Pacific,Maldives,Submission of initial report to CAT ,Yes,2017
Asia-Pacific,Micronesia,Submission of initial report to CAT ,No,
Asia-Pacific,Mongolia,Submission of initial report to CAT ,Yes,2015
Asia-Pacific,Myanmar,Submission of initial report to CAT ,No,
Asia-Pacific,Nauru,Submission of initial report to CAT ,No,
Asia-Pacific,Nepal,Submission of initial report to CAT ,Yes,1993
Asia-Pacific,New Zealand,Submission of initial report to CAT ,Yes,1992
Asia-Pacific,Niue,Submission of initial report to CAT ,No,
Asia-Pacific,Palau,Submission of initial report to CAT ,No,
Asia-Pacific,Papua New Guinea,Submission of initial report to CAT ,No,
Asia-Pacific,Pakistan,Submission of initial report to CAT ,Yes,2016
Asia-Pacific,Philippines,Submission of initial report to CAT ,Yes,2008
Asia-Pacific,Republic of Korea,Submission of initial report to CAT ,Yes,1996
Asia-Pacific,Samoa,Submission of initial report to CAT ,No,
Asia-Pacific,Solomon Islands,Submission of initial report to CAT ,No,
Asia-Pacific,Singapore,Submission of initial report to CAT ,No,
Asia-Pacific,Sri Lanka,Submission of initial report to CAT ,Yes,1997
Asia-Pacific,Tajikistan,Submission of initial report to CAT ,Yes,2005
Asia-Pacific,Thailand,Submission of initial report to CAT ,Yes,2013
Asia-Pacific,Timor-Leste,Submission of initial report to CAT ,Yes,2013
Asia-Pacific,Tonga,Submission of initial report to CAT ,No,
Asia-Pacific,Turkmenistan,Submission of initial report to CAT ,Yes,2010
Asia-Pacific,Tuvalu,Submission of initial report to CAT ,No,
Asia-Pacific,Uzbekistan,Submission of initial report to CAT ,Yes,1999
Asia-Pacific,Vanuatu,Submission of initial report to CAT ,No,
Asia-Pacific,Viet Nam,Submission of initial report to CAT ,Yes,2017
Americas,Antigua and Barbuda,Prohibition of torture in the constitution ,Yes,1984
Americas,Argentina,Prohibition of torture in the constitution ,Yes,1984
Americas,Bahamas,Prohibition of torture in the constitution ,Yes,1984
Americas,Barbados,Prohibition of torture in the constitution ,Yes,2007
Americas,Belize,Prohibition of torture in the constitution ,Yes,2011
Americas,Bolivia,Prohibition of torture in the constitution ,Yes,2009
Americas,Brazil,Prohibition of torture in the constitution ,Yes,1988
Americas,Canada,Prohibition of torture in the constitution ,No,
Americas,Chile,Prohibition of torture in the constitution ,Yes,2023
Americas,Colombia,Prohibition of torture in the constitution ,Yes,1995
Americas,Costa Rica,Prohibition of torture in the constitution ,Yes,2022
Americas,Cuba,Prohibition of torture in the constitution ,Yes,2019
Americas,Dominica,Prohibition of torture in the constitution ,Yes,1991
Americas,Dominican Republic,Prohibition of torture in the constitution ,Yes,2015
Americas,Ecuador,Prohibition of torture in the constitution ,Yes,2008
Americas,El Salvador,Prohibition of torture in the constitution ,Yes,2003
Americas,Grenada,Prohibition of torture in the constitution ,Yes,1991
Americas,Guatemala,Prohibition of torture in the constitution ,Yes,1985
Americas,Guyana,Prohibition of torture in the constitution ,Yes,1984
Americas,Haiti,Prohibition of torture in the constitution ,Yes,1987
Americas,Honduras,Prohibition of torture in the constitution ,Yes,1984
Americas,Jamaica,Prohibition of torture in the constitution ,Yes,2011
Americas,Mexico,Prohibition of torture in the constitution ,Yes,2008
Americas,Nicaragua,Prohibition of torture in the constitution ,Yes,1987
Americas,Panama,Prohibition of torture in the constitution ,No,
Americas,Paraguay,Prohibition of torture in the constitution ,Yes,1992
Americas,Peru,Prohibition of torture in the constitution ,Yes,1993
Americas,Saint Kitts and Nevis,Prohibition of torture in the constitution ,Yes,1984
Americas,Saint Lucia,Prohibition of torture in the constitution ,Yes,1984
Americas,Saint Vincent and the Grenadines,Prohibition of torture in the constitution ,Yes,1984
Americas,Suriname,Prohibition of torture in the constitution ,Yes,1987
Americas,Trinidad and Tobago,Prohibition of torture in the constitution ,No,
Americas,United States,Prohibition of torture in the constitution ,No,
Americas,Uruguay,Prohibition of torture in the constitution ,No,
Americas,Venezuela,Prohibition of torture in the constitution ,Yes,1999
Africa,Algeria,Prohibition of torture in the constitution ,Yes,2020
Africa,Angola,Prohibition of torture in the constitution ,Yes,2010
Africa,Benin,Prohibition of torture in the constitution ,Yes,1990
Africa,Botswana,Prohibition of torture in the constitution ,Yes,1996
Africa,Burkina Faso,Prohibition of torture in the constitution ,Yes,1991
Africa,Burundi,Prohibition of torture in the constitution ,Yes,2018
Africa,Cabo Verde,Prohibition of torture in the constitution ,Yes,1992
Africa,Cameroon,Prohibition of torture in the constitution ,Yes,1972
Africa,Central African Republic,Prohibition of torture in the constitution ,Yes,2016
Africa,Chad,Prohibition of torture in the constitution ,Yes,2018
Africa,Comoros,Prohibition of torture in the constitution ,Yes,2018
Africa,Congo,Prohibition of torture in the constitution ,Yes,2015
Africa,Cote d'Ivoire,Prohibition of torture in the constitution ,Yes,2016
Africa,Democratic Republic of the Congo,Prohibition of torture in the constitution ,Yes,2011
Africa,Djibouti,Prohibition of torture in the constitution ,Yes,1992
Africa,Equatorial Guinea,Prohibition of torture in the constitution ,No,
Africa,Eritrea,Prohibition of torture in the constitution ,Yes,1997
Africa,Ethiopia,Prohibition of torture in the constitution ,Yes,1994
Africa,Gabon,Prohibition of torture in the constitution ,Yes,1991
Africa,Gambia,Prohibition of torture in the constitution ,Yes,1996
Africa,Ghana,Prohibition of torture in the constitution ,Yes,1996
Africa,Guinea,Prohibition of torture in the constitution ,Yes,2010
Africa,Guinea-Bissau,Prohibition of torture in the constitution ,Yes,1996
Africa,Kenya,Prohibition of torture in the constitution ,Yes,2010
Africa,Lesotho,Prohibition of torture in the constitution ,Yes,1993
Africa,Liberia,Prohibition of torture in the constitution ,Yes,1986
Africa,Madagascar,Prohibition of torture in the constitution ,Yes,2010
Africa,Malawi,Prohibition of torture in the constitution ,Yes,1994
Africa,Mali,Prohibition of torture in the constitution ,Yes,1992
Africa,Mauritania,Prohibition of torture in the constitution ,Yes,2012
Africa,Mozambique,Prohibition of torture in the constitution ,Yes,2004
Africa,Namibia,Prohibition of torture in the constitution ,Yes,1990
Africa,Niger,Prohibition of torture in the constitution ,Yes,2010
Africa,Nigeria,Prohibition of torture in the constitution ,Yes,1999
Africa,Rwanda,Prohibition of torture in the constitution ,Yes,2003
Africa,Sao Tome and Principe,Prohibition of torture in the constitution ,Yes,2003
Africa,Senegal,Prohibition of torture in the constitution ,Yes,2016
Africa,Seychelles,Prohibition of torture in the constitution ,Yes,2017
Africa,Sierra Leone,Prohibition of torture in the constitution ,Yes,2013
Africa,Somalia,Prohibition of torture in the constitution ,Yes,2012
Africa,South Sudan,Prohibition of torture in the constitution ,Yes,2013
Africa,Sudan,Prohibition of torture in the constitution ,Yes,2019
Africa,Swaziland,Prohibition of torture in the constitution ,Yes,2005
Africa,Uganda,Prohibition of torture in the constitution ,Yes,1995
Africa,United Republic of Tanzania,Prohibition of torture in the constitution ,Yes,2005
Africa,Zambia,Prohibition of torture in the constitution ,Yes,2016
Africa,Zimbabwe,Prohibition of torture in the constitution ,Yes,2017
Africa,Mauritius,Prohibition of torture in the constitution ,Yes,1984
Africa,South Africa,Prohibition of torture in the constitution ,Yes,1996
Africa,Togo,Prohibition of torture in the constitution ,Yes,2007
Europe,Albania,Prohibition of torture in the constitution ,Yes,1998
Europe,Andorra,Prohibition of torture in the constitution ,Yes,1993
Europe,Austria,Prohibition of torture in the constitution ,No,
Europe,Armenia,Prohibition of torture in the constitution ,Yes,1995
Europe,Belarus,Prohibition of torture in the constitution ,Yes,2004
Europe,Belgium,Prohibition of torture in the constitution ,No,
Europe,Bulgaria,Prohibition of torture in the constitution ,Yes,1991
Europe,Croatia,Prohibition of torture in the constitution ,Yes,1991
Europe,Cyprus,Prohibition of torture in the constitution ,Yes,1984
Europe,France,Prohibition of torture in the constitution ,No,
Europe,Czech Republic,Prohibition of torture in the constitution ,Yes,1993
Europe,Denmark,Prohibition of torture in the constitution ,No,
Europe,Estonia,Prohibition of torture in the constitution ,Yes,1992
Europe,Finland,Prohibition of torture in the constitution ,Yes,1999
Europe,Georgia,Prohibition of torture in the constitution ,Yes,1995
Europe,Germany,Prohibition of torture in the constitution ,Yes,1984
Europe,Greece,Prohibition of torture in the constitution ,Yes,1984
Europe,Holy See,Prohibition of torture in the constitution ,No,
Europe,Hungary,Prohibition of torture in the constitution ,Yes,2011
Europe,Iceland,Prohibition of torture in the constitution ,Yes,1991
Europe,Italy,Prohibition of torture in the constitution ,Yes,1984
Europe,Ireland,Prohibition of torture in the constitution ,No,
Europe,Latvia,Prohibition of torture in the constitution ,Yes,1984
Europe,Liechtenstein,Prohibition of torture in the constitution ,Yes,1984
Europe,Lithuania,Prohibition of torture in the constitution ,Yes,1992
Europe,Luxembourg,Prohibition of torture in the constitution ,No,
Europe,North Macedonia,Prohibition of torture in the constitution ,Yes,1991
Europe,Romania,Prohibition of torture in the constitution ,Yes,1991
Europe,San Marino,Prohibition of torture in the constitution ,No,
Europe,Serbia,Prohibition of torture in the constitution ,Yes,2006
Europe,Slovakia,Prohibition of torture in the constitution ,Yes,1992
Europe,Slovenia,Prohibition of torture in the constitution ,Yes,1991
Europe,Spain,Prohibition of torture in the constitution ,Yes,2011
Europe,Sweden,Prohibition of torture in the constitution ,Yes,1984
Europe,Switzerland,Prohibition of torture in the constitution ,Yes,1999
Europe,United Kingdom,Prohibition of torture in the constitution ,Yes,1998
Europe,Malta,Prohibition of torture in the constitution ,No,
Europe,Monaco,Prohibition of torture in the constitution ,No,
Europe,Montenegro,Prohibition of torture in the constitution ,Yes,2007
Europe,Netherlands,Prohibition of torture in the constitution ,No,
Europe,Norway,Prohibition of torture in the constitution ,Yes,2016
Europe,Poland,Prohibition of torture in the constitution ,Yes,1997
Europe,Portugal,Prohibition of torture in the constitution ,Yes,1984
Europe,Republic of Moldova,Prohibition of torture in the constitution ,Yes,1994
Europe,Russia,Prohibition of torture in the constitution ,Yes,1993
Europe,Turkey,Prohibition of torture in the constitution ,Yes,1984
Europe,Ukraine,Prohibition of torture in the constitution ,Yes,1996
Middle East,Bahrain,Prohibition of torture in the constitution ,Yes,2002
Middle East,Egypt,Prohibition of torture in the constitution ,Yes,2014
Middle East,Iran,Prohibition of torture in the constitution ,Yes,1984
Middle East,Iraq,Prohibition of torture in the constitution ,Yes,2005
Middle East,Israel,Prohibition of torture in the constitution ,No,
Middle East,Jordan,Prohibition of torture in the constitution ,Yes,2011
Middle East,Kuwait,Prohibition of torture in the constitution ,Yes,2012
Middle East,Lebanon,Prohibition of torture in the constitution ,No,
Middle East,Libya,Prohibition of torture in the constitution ,Yes,2011
Middle East,Morocco,Prohibition of torture in the constitution ,Yes,2011
Middle East,State of Palestine,Prohibition of torture in the constitution ,Yes,2003
Middle East,Oman,Prohibition of torture in the constitution ,Yes,1996
Middle East,Qatar,Prohibition of torture in the constitution ,Yes,2003
Middle East,Saudi Arabia,Prohibition of torture in the constitution ,No,
Middle East,Syria ,Prohibition of torture in the constitution ,Yes,2012
Middle East,Tunisia,Prohibition of torture in the constitution ,Yes,2014
Middle East,United Arab Emirates,Prohibition of torture in the constitution ,Yes,1996
Middle East,Yemen,Prohibition of torture in the constitution ,Yes,2015
Asia-Pacific,Afghanistan,Prohibition of torture in the constitution ,Yes,2004
Asia-Pacific,Australia,Prohibition of torture in the constitution ,No,
Asia-Pacific,Azerbaijan,Prohibition of torture in the constitution ,Yes,1995
Asia-Pacific,Bangladesh,Prohibition of torture in the constitution ,Yes,1986
Asia-Pacific,Bhutan,Prohibition of torture in the constitution ,Yes,2008
Asia-Pacific,Brunei Darussalam,Prohibition of torture in the constitution ,No,
Asia-Pacific,Cambodia,Prohibition of torture in the constitution ,Yes,1993
Asia-Pacific,China,Prohibition of torture in the constitution ,No,
Asia-Pacific,Cook Islands,Prohibition of torture in the constitution ,No,
Asia-Pacific,Fiji,Prohibition of torture in the constitution ,Yes,2013
Asia-Pacific,Democratic People's Republic of Korea,Prohibition of torture in the constitution ,No,
Asia-Pacific,India,Prohibition of torture in the constitution ,No,
Asia-Pacific,Indonesia,Prohibition of torture in the constitution ,Yes,2000
Asia-Pacific,Japan,Prohibition of torture in the constitution ,Yes,1984
Asia-Pacific,Kazakhstan,Prohibition of torture in the constitution ,Yes,1995
Asia-Pacific,Kiribati,Prohibition of torture in the constitution ,Yes,1995
Asia-Pacific,Kyrgyzstan,Prohibition of torture in the constitution ,Yes,2010
Asia-Pacific,Lao People's Democratic Republic,Prohibition of torture in the constitution ,No,
Asia-Pacific,Marshall Islands,Prohibition of torture in the constitution ,Yes,1995
Asia-Pacific,Malaysia,Prohibition of torture in the constitution ,No,
Asia-Pacific,Maldives,Prohibition of torture in the constitution ,Yes,2008
Asia-Pacific,Micronesia,Prohibition of torture in the constitution ,No,
Asia-Pacific,Mongolia,Prohibition of torture in the constitution ,Yes,1992
Asia-Pacific,Myanmar,Prohibition of torture in the constitution ,No,
Asia-Pacific,Nauru,Prohibition of torture in the constitution ,Yes,2016
Asia-Pacific,Nepal,Prohibition of torture in the constitution ,Yes,2015
Asia-Pacific,New Zealand,Prohibition of torture in the constitution ,Yes,1984
Asia-Pacific,Niue,Prohibition of torture in the constitution ,No,
Asia-Pacific,Palau,Prohibition of torture in the constitution ,Yes,1992
Asia-Pacific,Papua New Guinea,Prohibition of torture in the constitution ,Yes,2013
Asia-Pacific,Pakistan,Prohibition of torture in the constitution ,Yes,2002
Asia-Pacific,Philippines,Prohibition of torture in the constitution ,Yes,1987
Asia-Pacific,Republic of Korea,Prohibition of torture in the constitution ,Yes,1987
Asia-Pacific,Samoa,Prohibition of torture in the constitution ,Yes,1984
Asia-Pacific,Solomon Islands,Prohibition of torture in the constitution ,Yes,2018
Asia-Pacific,Singapore,Prohibition of torture in the constitution ,No,
Asia-Pacific,Sri Lanka,Prohibition of torture in the constitution ,Yes,1984
Asia-Pacific,Tajikistan,Prohibition of torture in the constitution ,Yes,1994
Asia-Pacific,Thailand,Prohibition of torture in the constitution ,Yes,2017
Asia-Pacific,Timor-Leste,Prohibition of torture in the constitution ,Yes,1987
Asia-Pacific,Tonga,Prohibition of torture in the constitution ,No,
Asia-Pacific,Turkmenistan,Prohibition of torture in the constitution ,Yes,2008
Asia-Pacific,Tuvalu,Prohibition of torture in the constitution ,Yes,1986
Asia-Pacific,Uzbekistan,Prohibition of torture in the constitution ,Yes,1992
Asia-Pacific,Vanuatu,Prohibition of torture in the constitution ,No,
Asia-Pacific,Viet Nam,Prohibition of torture in the constitution ,Yes,1994
Americas,Antigua and Barbuda,Criminalisation of torture under domestic law,Partially,1993
Americas,Argentina,Criminalisation of torture under domestic law,Yes,1984
Americas,Bahamas,Criminalisation of torture under domestic law,Partially,2001
Americas,Barbados,Criminalisation of torture under domestic law,No,
Americas,Belize,Criminalisation of torture under domestic law,Partially,2011
Americas,Bolivia,Criminalisation of torture under domestic law,Partially,1997
Americas,Brazil,Criminalisation of torture under domestic law,Yes,1997
Americas,Canada,Criminalisation of torture under domestic law,Yes,1985
Americas,Chile,Criminalisation of torture under domestic law,Partially,1984
Americas,Colombia,Criminalisation of torture under domestic law,Partially,1984
Americas,Costa Rica,Criminalisation of torture under domestic law,Partially,1999
Americas,Cuba,Criminalisation of torture under domestic law,Yes,2022
Americas,Dominica,Criminalisation of torture under domestic law,No,
Americas,Dominican Republic,Criminalisation of torture under domestic law,Yes,1997
Americas,Ecuador,Criminalisation of torture under domestic law,Partially,2007
Americas,El Salvador,Criminalisation of torture under domestic law,Partially,1998
Americas,Grenada,Criminalisation of torture under domestic law,Partially,1984
Americas,Guatemala,Criminalisation of torture under domestic law,Partially,1984
Americas,Guyana,Criminalisation of torture under domestic law,Partially,1984
Americas,Haiti,Criminalisation of torture under domestic law,No,
Americas,Honduras,Criminalisation of torture under domestic law,Partially,1986
Americas,Jamaica,Criminalisation of torture under domestic law,No,
Americas,Mexico,Criminalisation of torture under domestic law,Partially,1986
Americas,Nicaragua,Criminalisation of torture under domestic law,Partially,2008
Americas,Panama,Criminalisation of torture under domestic law,Yes,1987
Americas,Paraguay,Criminalisation of torture under domestic law,Partially,1997
Americas,Peru,Criminalisation of torture under domestic law,Partially,1991
Americas,Saint Kitts and Nevis,Criminalisation of torture under domestic law,Partially,2017
Americas,Saint Lucia,Criminalisation of torture under domestic law,Partially,2005
Americas,Saint Vincent and the Grenadines,Criminalisation of torture under domestic law,No,
Americas,Suriname,Criminalisation of torture under domestic law,No,
Americas,Trinidad and Tobago,Criminalisation of torture under domestic law,No,
Americas,United States,Criminalisation of torture under domestic law,Yes,2014
Americas,Uruguay,Criminalisation of torture under domestic law,Partially,2006
Americas,Venezuela,Criminalisation of torture under domestic law,Partially,2013
Africa,Algeria,Criminalisation of torture under domestic law,Partially,2006
Africa,Angola,Criminalisation of torture under domestic law,Yes,2020
Africa,Benin,Criminalisation of torture under domestic law,Partially,2018
Africa,Botswana,Criminalisation of torture under domestic law,Partially,2018
Africa,Burkina Faso,Criminalisation of torture under domestic law,Partially,2018
Africa,Burundi,Criminalisation of torture under domestic law,Yes,2009
Africa,Cabo Verde,Criminalisation of torture under domestic law,Partially,2021
Africa,Cameroon,Criminalisation of torture under domestic law,Partially,2016
Africa,Central African Republic,Criminalisation of torture under domestic law,No,
Africa,Chad,Criminalisation of torture under domestic law,Partially,2017
Africa,Comoros,Criminalisation of torture under domestic law,Partially,1995
Africa,Congo,Criminalisation of torture under domestic law,No,
Africa,Cote d'Ivoire,Criminalisation of torture under domestic law,Partially,2024
Africa,Democratic Republic of the Congo,Criminalisation of torture under domestic law,Partially,2008
Africa,Djibouti,Criminalisation of torture under domestic law,No,
Africa,Equatorial Guinea,Criminalisation of torture under domestic law,Yes,2006
Africa,Eritrea,Criminalisation of torture under domestic law,Partially,2019
Africa,Ethiopia,Criminalisation of torture under domestic law,No,
Africa,Gabon,Criminalisation of torture under domestic law,Partially,2019
Africa,Gambia,Criminalisation of torture under domestic law,Partially,2023
Africa,Ghana,Criminalisation of torture under domestic law,No,
Africa,Guinea,Criminalisation of torture under domestic law,Partially,1993
Africa,Guinea-Bissau,Criminalisation of torture under domestic law,No,
Africa,Kenya,Criminalisation of torture under domestic law,Partially,2017
Africa,Lesotho,Criminalisation of torture under domestic law,No,
Africa,Liberia,Criminalisation of torture under domestic law,No,
Africa,Madagascar,Criminalisation of torture under domestic law,Partially,2008
Africa,Malawi,Criminalisation of torture under domestic law,No,
Africa,Mali,Criminalisation of torture under domestic law,No,
Africa,Mauritania,Criminalisation of torture under domestic law,Yes,2015
Africa,Mozambique,Criminalisation of torture under domestic law,No,
Africa,Namibia,Criminalisation of torture under domestic law,Yes,2018
Africa,Niger,Criminalisation of torture under domestic law,No,
Africa,Nigeria,Criminalisation of torture under domestic law,Partially,2017
