,Region,Country,Indicator,Input,Date,Unnamed: 5,rank
334,Middle East,Jordan,Ratification of Optional Protocol (OPCAT),No,,,74
335,Middle East,Kuwait,Ratification of Optional Protocol (OPCAT),No,,,147
336,Middle East,Lebanon,Ratification of Optional Protocol (OPCAT),Yes,2008-01-01,,71
337,Middle East,Libya,Ratification of Optional Protocol (OPCAT),No,,,175
338,Middle East,Morocco,Ratification of Optional Protocol (OPCAT),Yes,2014-01-01,,41
339,Middle East,State of Palestine,Ratification of Optional Protocol (OPCAT),Yes,2017-01-01,,72
340,Middle East,Oman,Ratification of Optional Protocol (OPCAT),No,,,153
341,Middle East,Qatar,Ratification of Optional Protocol (OPCAT),No,,,98
342,Middle East,Saudi Arabia,Ratification of Optional Protocol (OPCAT),No,,,128
343,Middle East,Syria ,Ratification of Optional Protocol (OPCAT),No,,,129
344,Middle East,Tunisia,Ratification of Optional Protocol (OPCAT),Yes,2011-01-01,,75
345,Middle East,United Arab Emirates,Ratification of Optional Protocol (OPCAT),No,,,123
346,Middle East,Yemen,Ratification of Optional Protocol (OPCAT),No,,,111
347,Asia-Pacific,Afghanistan,Ratification of Optional Protocol (OPCAT),Yes,2018-01-01,,68
348,Asia-Pacific,Australia,Ratification of Optional Protocol (OPCAT),Yes,2017-01-01,,57
349,Asia-Pacific,Azerbaijan,Ratification of Optional Protocol (OPCAT),Yes,2009-01-01,,78
350,Asia-Pacific,Bangladesh,Ratification of Optional Protocol (OPCAT),No,,,137
351,Asia-Pacific,Bhutan,Ratification of Optional Protocol (OPCAT),No,,,160
352,Asia-Pacific,Brunei Darussalam,Ratification of Optional Protocol (OPCAT),No,,,191
353,Asia-Pacific,Cambodia,Ratification of Optional Protocol (OPCAT),Yes,2007-01-01,,92
354,Asia-Pacific,China,Ratification of Optional Protocol (OPCAT),No,,,159
355,Asia-Pacific,Cook Islands,Ratification of Optional Protocol (OPCAT),No,,,192
356,Asia-Pacific,Fiji,Ratification of Optional Protocol (OPCAT),No,,,158
357,Asia-Pacific,Democratic People's Republic of Korea,Ratification of Optional Protocol (OPCAT),No,,,183
358,Asia-Pacific,India,Ratification of Optional Protocol (OPCAT),No,,,184
359,Asia-Pacific,Indonesia,Ratification of Optional Protocol (OPCAT),No,,,116
360,Asia-Pacific,Japan,Ratification of Optional Protocol (OPCAT),No,,,132
361,Asia-Pacific,Kazakhstan,Ratification of Optional Protocol (OPCAT),Yes,2008-01-01,,65
362,Asia-Pacific,Kiribati,Ratification of Optional Protocol (OPCAT),No,,,134
363,Asia-Pacific,Kyrgyzstan,Ratification of Optional Protocol (OPCAT),Yes,2008-01-01,,69
364,Asia-Pacific,Lao People's Democratic Republic,Ratification of Optional Protocol (OPCAT),No,,,179
365,Asia-Pacific,Marshall Islands,Ratification of Optional Protocol (OPCAT),No,,,163
366,Asia-Pacific,Malaysia,Ratification of Optional Protocol (OPCAT),No,,,171
367,Asia-Pacific,Micronesia,Ratification of Optional Protocol (OPCAT),No,,,193
368,Asia-Pacific,Mongolia,Ratification of Optional Protocol (OPCAT),Yes,2015-01-01,,38
369,Asia-Pacific,Myanmar,Ratification of Optional Protocol (OPCAT),No,,,189
370,Asia-Pacific,Nauru,Ratification of Optional Protocol (OPCAT),Yes,2013-01-01,,109
371,Asia-Pacific,Nepal,Ratification of Optional Protocol (OPCAT),No,,,93
372,Asia-Pacific,New Zealand,Ratification of Optional Protocol (OPCAT),Yes,2007-01-01,,30
373,Asia-Pacific,Niue,Ratification of Optional Protocol (OPCAT),No,,,194
374,Asia-Pacific,Palau,Ratification of Optional Protocol (OPCAT),No,,,185
375,Asia-Pacific,Papua New Guinea,Ratification of Optional Protocol (OPCAT),No,,,178
376,Asia-Pacific,Pakistan,Ratification of Optional Protocol (OPCAT),No,,,96
377,Asia-Pacific,Philippines,Ratification of Optional Protocol (OPCAT),Yes,2012-01-01,,61
378,Asia-Pacific,Republic of Korea,Ratification of Optional Protocol (OPCAT),No,,,101
379,Asia-Pacific,Samoa,Ratification of Optional Protocol (OPCAT),No,,,138
380,Asia-Pacific,Solomon Islands,Ratification of Optional Protocol (OPCAT),No,,,164
381,Asia-Pacific,Singapore,Ratification of Optional Protocol (OPCAT),No,,,195
382,Asia-Pacific,Sri Lanka,Ratification of Optional Protocol (OPCAT),Yes,2017-01-01,,67
383,Asia-Pacific,Tajikistan,Ratification of Optional Protocol (OPCAT),No,,,130
384,Asia-Pacific,Thailand,Ratification of Optional Protocol (OPCAT),No,,,81
385,Asia-Pacific,Timor-Leste,Ratification of Optional Protocol (OPCAT),No,,,86
386,Asia-Pacific,Tonga,Ratification of Optional Protocol (OPCAT),No,,,196
387,Asia-Pacific,Turkmenistan,Ratification of Optional Protocol (OPCAT),No,,,113
388,Asia-Pacific,Tuvalu,Ratification of Optional Protocol (OPCAT),No,,,187
389,Asia-Pacific,Uzbekistan,Ratification of Optional Protocol (OPCAT),No,,,131
390,Asia-Pacific,Vanuatu,Ratification of Optional Protocol (OPCAT),No,,,181
391,Asia-Pacific,Viet Nam,Ratification of Optional Protocol (OPCAT),No,,,141
392,Americas,Antigua and Barbuda,Submission of initial report to CAT ,No,,,161
393,Americas,Argentina,Submission of initial report to CAT ,Yes,1992-01-01,,3
394,Americas,Bahamas,Submission of initial report to CAT ,No,,,155
395,Americas,Barbados,Submission of initial report to CAT ,No,,,182
396,Americas,Belize,Submission of initial report to CAT ,No,,,124
397,Americas,Bolivia,Submission of initial report to CAT ,Yes,1992-01-01,,46
398,Americas,Brazil,Submission of initial report to CAT ,Yes,2000-01-01,,26
399,Americas,Canada,Submission of initial report to CAT ,Yes,1989-01-01,,117
400,Americas,Chile,Submission of initial report to CAT ,Yes,1992-01-01,,37
401,Americas,Colombia,Submission of initial report to CAT ,Yes,1995-01-01,,102
402,Americas,Costa Rica,Submission of initial report to CAT ,Yes,2000-01-01,,50
403,Americas,Cuba,Submission of initial report to CAT ,Yes,1996-01-01,,103
404,Americas,Dominica,Submission of initial report to CAT ,No,,,186
405,Americas,Dominican Republic,Submission of initial report to CAT ,No,,,143
406,Americas,Ecuador,Submission of initial report to CAT ,Yes,1993-01-01,,20
407,Americas,El Salvador,Submission of initial report to CAT ,Yes,1999-01-01,,100
408,Americas,Grenada,Submission of initial report to CAT ,No,,,177
409,Americas,Guatemala,Submission of initial report to CAT ,Yes,1994-01-01,,49
410,Americas,Guyana,Submission of initial report to CAT ,Yes,1989-01-01,,133
411,Americas,Haiti,Submission of initial report to CAT ,No,,,166
412,Americas,Honduras,Submission of initial report to CAT ,Yes,2008-01-01,,10
413,Americas,Jamaica,Submission of initial report to CAT ,No,,,180
414,Americas,Mexico,Submission of initial report to CAT ,Yes,1992-01-01,,15
415,Americas,Nicaragua,Submission of initial report to CAT ,Yes,2007-01-01,,48
416,Americas,Panama,Submission of initial report to CAT ,Yes,1992-01-01,,58
417,Americas,Paraguay,Submission of initial report to CAT ,Yes,1993-01-01,,47
418,Americas,Peru,Submission of initial report to CAT ,Yes,2004-01-01,,17
419,Americas,Saint Kitts and Nevis,Submission of initial report to CAT ,No,,,152
420,Americas,Saint Lucia,Submission of initial report to CAT ,No,,,176
421,Americas,Saint Vicent and the Grenadines,Submission of initial report to CAT ,No,,,172
422,Americas,Suriname,Submission of initial report to CAT ,No,,,162
423,Americas,Trindad and Tobago,Submission of initial report to CAT ,No,,,190
424,Americas,United States,Submission of initial report to CAT ,Yes,1999-01-01,,146
425,Americas,Uruguay,Submission of initial report to CAT ,Yes,1996-01-01,,43
426,Americas,Venezuela,Submission of initial report to CAT ,Yes,1999-01-01,,126
427,Africa,Algeria,Submission of initial report to CAT ,Yes,1996-01-01,,120
428,Africa,Angola,Submission of initial report to CAT ,No,,,135
429,Africa,Benin,Submission of initial report to CAT ,Yes,1996-01-01,,66
430,Africa,Botswana,Submission of initial report to CAT ,Yes,2022-01-01,,119
431,Africa,Burkina Faso,Submission of initial report to CAT ,Yes,2012-01-01,,33
432,Africa,Burundi,Submission of initial report to CAT ,Yes,2005-01-01,,55
433,Africa,Cabo Verde,Submission of initial report to CAT ,Yes,2017-01-01,,34
434,Africa,Cameroon,Submission of initial report to CAT ,Yes,1999-01-01,,95
435,Africa,Central African Republic,Submission of initial report to CAT ,No,,,142
436,Africa,Chad,Submission of initial report to CAT ,Yes,2008-01-01,,122
437,Africa,Comoros,Submission of initial report to CAT ,No,,,156
438,Africa,Congo,Submission of initial report to CAT ,Yes,2014-01-01,,144
439,Africa,Cote d'Ivoire,Submission of initial report to CAT ,Yes,2024-01-01,,88
440,Africa,Maldives,Submission of initial report to CAT ,Yes,2017-01-01,,25
441,Africa,Democratic Republic of the Congo,Submission of initial report to CAT ,Yes,2005-01-01,,73
442,Africa,Djibouti,Submission of initial report to CAT ,Yes,2010-01-01,,148
443,Africa,Equatorial Guinea,Submission of initial report to CAT ,No,,,168
444,Africa,Eritrea,Submission of initial report to CAT ,No,,,154
445,Africa,Ethiopia,Submission of initial report to CAT ,Yes,2009-01-01,,104
446,Africa,Gabon,Submission of initial report to CAT ,Yes,2011-01-01,,90
447,Africa,Gambia,Submission of initial report to CAT ,No,,,118
448,Africa,Ghana,Submission of initial report to CAT ,Yes,2009-01-01,,83
449,Africa,Guinea,Submission of initial report to CAT ,Yes,2014-01-01,,125
450,Africa,Guinea-Bissau,Submission of initial report to CAT ,No,,,167
451,Africa,Kenya,Submission of initial report to CAT ,Yes,2007-01-01,,94
452,Africa,Lesotho,Submission of initial report to CAT ,No,,,173
453,Africa,Liberia,Submission of initial report to CAT ,No,,,107
454,Africa,Madagascar,Submission of initial report to CAT ,Yes,2010-01-01,,11
455,Africa,Malawi,Submission of initial report to CAT ,No,,,149
456,Africa,Mali,Submission of initial report to CAT ,No,,,54
457,Africa,Mauritania,Submission of initial report to CAT ,Yes,2011-01-01,,2
458,Africa,Mozambique,Submission of initial report to CAT ,Yes,2011-01-01,,84
459,Africa,Namibia,Submission of initial report to CAT ,Yes,1996-01-01,,82
460,Africa,Niger,Submission of initial report to CAT ,Yes,2018-01-01,,106
461,Africa,Nigeria,Submission of initial report to CAT ,No,,,64
462,Africa,Rwanda,Submission of initial report to CAT ,Yes,2011-01-01,,16
463,Africa,Sao Tome and Principe,Submission of initial report to CAT ,No,,,140
464,Africa,Senegal,Submission of initial report to CAT ,Yes,1995-01-01,,77
465,Africa,Seychelles,Submission of initial report to CAT ,Yes,2018-01-01,,139
466,Africa,Sierra Leone,Submission of initial report to CAT ,Yes,2013-01-01,,112
467,Africa,Somalia,Submission of initial report to CAT ,No,,,136
468,Africa,South Sudan,Submission of initial report to CAT ,No,,,145
469,Africa,Sudan,Submission of initial report to CAT ,No,,,151
470,Africa,Swaziland,Submission of initial report to CAT ,No,,,157
471,Africa,Uganda,Submission of initial report to CAT ,Yes,2004-01-01,,91
472,Africa,United Republic of Tanzania,Submission of initial report to CAT ,No,,,170
473,Africa,Zambia,Submission of initial report to CAT ,Yes,2000-01-01,,108
474,Africa,Zimbabwe,Submission of initial report to CAT ,No,,,165
475,Africa,Mauritius,Submission of initial report to CAT ,Yes,1995-01-01,,44
476,Africa,South Africa,Submission of initial report to CAT ,Yes,2005-01-01,,12
477,Africa,Togo,Submission of initial report to CAT ,Yes,2005-01-01,,13
478,Europe,Albania,Submission of initial report to CAT ,Yes,2003-01-01,,7
479,Europe,Andorra,Submission of initial report to CAT ,Yes,2012-01-01,,99
480,Europe,Austria,Submission of initial report to CAT ,Yes,1998-01-01,,32
481,Europe,Armenia,Submission of initial report to CAT ,Yes,1996-01-01,,59
482,Europe,Belarus,Submission of initial report to CAT ,Yes,1993-01-01,,114
483,Europe,Belgium,Submission of initial report to CAT ,Yes,2001-01-01,,89
484,Europe,Bulgaria,Submission of initial report to CAT ,Yes,1998-01-01,,27
485,Europe,Croatia,Submission of initial report to CAT ,Yes,1996-01-01,,6
486,Europe,Cyprus,Submission of initial report to CAT ,Yes,1993-01-01,,1
487,Europe,France,Submission of initial report to CAT ,Yes,1996-01-01,,63
488,Europe,Czech Republic,Submission of initial report to CAT ,Yes,1994-01-01,,51
489,Europe,Denmark,Submission of initial report to CAT ,Yes,1992-01-01,,52
490,Europe,Estonia,Submission of initial report to CAT ,Yes,2001-01-01,,8
491,Europe,Finland,Submission of initial report to CAT ,Yes,1996-01-01,,18
492,Europe,Georgia,Submission of initial report to CAT ,Yes,1996-01-01,,22
493,Europe,Germay,Submission of initial report to CAT ,Yes,1996-01-01,,62
494,Europe,Greece,Submission of initial report to CAT ,Yes,1993-01-01,,14
495,Europe,Holy See,Submission of initial report to CAT ,Yes,2012-01-01,,127
496,Europe,Hungary,Submission of initial report to CAT ,Yes,1993-01-01,,85
497,Europe,Iceland,Submission of initial report to CAT ,Yes,1998-01-01,,56
498,Europe,Italy,Submission of initial report to CAT ,Yes,1998-01-01,,60
499,Europe,Ireland,Submission of initial report to CAT ,Yes,2009-01-01,,110
500,Europe,Latvia,Submission of initial report to CAT ,Yes,2002-01-01,,35
501,Europe,Liechenstein,Submission of initial report to CAT ,Yes,1994-01-01,,70
502,Europe,Lithuania,Submission of initial report to CAT ,Yes,2002-01-01,,5
503,Europe,Luxembourg,Submission of initial report to CAT ,Yes,1998-01-01,,39
504,Europe,North Macedonia,Submission of initial report to CAT ,Yes,1998-01-01,,31
505,Europe,Romania,Submission of initial report to CAT ,Yes,2019-01-01,,24
506,Europe,San Marino,Submission of initial report to CAT ,No,,,169
507,Europe,Serbia,Submission of initial report to CAT ,Yes,1998-01-01,,28
508,Europe,Slovakia,Submission of initial report to CAT ,Yes,2000-01-01,,80
509,Europe,Slovenia,Submission of initial report to CAT ,Yes,1999-01-01,,9
510,Europe,Spain,Submission of initial report to CAT ,Yes,1992-01-01,,21
511,Europe,Sweden,Submission of initial report to CAT ,Yes,1992-01-01,,87
512,Europe,Switzerland,Submission of initial report to CAT ,Yes,1989-01-01,,53
513,Europe,United Kingdom,Submission of initial report to CAT ,Yes,1989-01-01,,23
514,Europe,Malta,Submission of initial report to CAT ,Yes,1996-01-01,,79
515,Europe,Monaco,Submission of initial report to CAT ,Yes,1994-01-01,,121
516,Europe,Montenegro,Submission of initial report to CAT ,Yes,2006-01-01,,36
517,Europe,Netherlands,Submission of initial report to CAT ,Yes,1990-01-01,,45
518,Europe,Norway,Submission of initial report to CAT ,Yes,1992-01-01,,42
519,Europe,Poland,Submission of initial report to CAT ,Yes,1993-01-01,,29
520,Europe,Portugal,Submission of initial report to CAT ,Yes,1993-01-01,,19
521,Europe,Republic of Moldova,Submission of initial report to CAT ,Yes,2001-01-01,,4
522,Europe,Russia,Submission of initial report to CAT ,Yes,1988-01-01,,150
523,Europe,Turkey,Submission of initial report to CAT ,Yes,2001-01-01,,76
524,Europe,Ukraine,Submission of initial report to CAT ,Yes,1990-01-01,,40
525,Middle East,Barhrain,Submission of initial report to CAT ,Yes,2004-01-01,,115
526,Middle East,Egypt,Submission of initial report to CAT ,Yes,1993-01-01,,97
527,Middle East,Iran,Submission of initial report to CAT ,No,,,188
528,Middle East,Iraq,Submission of initial report to CAT ,Yes,2014-01-01,,105
529,Middle East,Israel,Submission of initial report to CAT ,Yes,1994-01-01,,174
530,Middle East,Jordan,Submission of initial report to CAT ,Yes,1994-01-01,,74
531,Middle East,Kuwait,Submission of initial report to CAT ,Yes,1997-01-01,,147
532,Middle East,Lebanon,Submission of initial report to CAT ,Yes,2016-01-01,,71
533,Middle East,Libya,Submission of initial report to CAT ,Yes,1992-01-01,,175
534,Middle East,Morocco,Submission of initial report to CAT ,Yes,1992-01-01,,41
535,Middle East,State of Palestine,Submission of initial report to CAT ,Yes,2019-01-01,,72
536,Middle East,Oman,Submission of initial report to CAT ,No,,,153
537,Middle East,Qatar,Submission of initial report to CAT ,Yes,2005-01-01,,98
538,Middle East,Saudi Arabia,Submission of initial report to CAT ,Yes,2001-01-01,,128
539,Middle East,Syria ,Submission of initial report to CAT ,Yes,2001-01-01,,129
540,Middle East,Tunisia,Submission of initial report to CAT ,Yes,1997-01-01,,75
541,Middle East,United Arab Emirates,Submission of initial report to CAT ,Yes,2018-01-01,,123
542,Middle East,Yemen,Submission of initial report to CAT ,Yes,2002-01-01,,111
543,Asia-Pacific,Afghanistan,Submission of initial report to CAT ,Yes,1993-01-01,,68
544,Asia-Pacific,Australia,Submission of initial report to CAT ,Yes,2000-01-01,,57
545,Asia-Pacific,Azerbaijan,Submission of initial report to CAT ,Yes,1998-01-01,,78
546,Asia-Pacific,Bangladesh,Submission of initial report to CAT ,Yes,2019-01-01,,137
547,Asia-Pacific,Bhutan,Submission of initial report to CAT ,No,,,160
548,Asia-Pacific,Brunei Darussalam,Submission of initial report to CAT ,No,,,191
549,Asia-Pacific,Cambodia,Submission of initial report to CAT ,Yes,2002-01-01,,92
550,Asia-Pacific,China,Submission of initial report to CAT ,Yes,1989-01-01,,159
551,Asia-Pacific,Cook Islands,Submission of initial report to CAT ,No,,,192
552,Asia-Pacific,Fiji,Submission of initial report to CAT ,No,,,158
553,Asia-Pacific,Democratic People's Republic of Korea,Submission of initial report to CAT ,No,,,183
554,Asia-Pacific,India,Submission of initial report to CAT ,No,,,184
555,Asia-Pacific,Indonesia,Submission of initial report to CAT ,Yes,2001-01-01,,116
556,Asia-Pacific,Japan,Submission of initial report to CAT ,Yes,2005-01-01,,132
557,Asia-Pacific,Kazakhstan,Submission of initial report to CAT ,Yes,2000-01-01,,65
558,Asia-Pacific,Kiribati,Submission of initial report to CAT ,Yes,2023-01-01,,134
559,Asia-Pacific,Kyrgyzstan,Submission of initial report to CAT ,Yes,1999-01-01,,69
560,Asia-Pacific,Lao People's Democratic Republic,Submission of initial report to CAT ,No,,,179
561,Asia-Pacific,Marshall Islands,Submission of initial report to CAT ,No,,,163
562,Asia-Pacific,Malaysia,Submission of initial report to CAT ,No,,,171
563,Asia-Pacific,Micronesia,Submission of initial report to CAT ,No,,,193
564,Asia-Pacific,Mongolia,Submission of initial report to CAT ,Yes,2015-01-01,,38
565,Asia-Pacific,Myanmar,Submission of initial report to CAT ,No,,,189
566,Asia-Pacific,Nauru,Submission of initial report to CAT ,No,,,109
567,Asia-Pacific,Nepal,Submission of initial report to CAT ,Yes,1993-01-01,,93
568,Asia-Pacific,New Zealand,Submission of initial report to CAT ,Yes,1992-01-01,,30
569,Asia-Pacific,Niue,Submission of initial report to CAT ,No,,,194
570,Asia-Pacific,Palau,Submission of initial report to CAT ,No,,,185
571,Asia-Pacific,Papua New Guinea,Submission of initial report to CAT ,No,,,178
572,Asia-Pacific,Pakistan,Submission of initial report to CAT ,Yes,2016-01-01,,96
573,Asia-Pacific,Philippines,Submission of initial report to CAT ,Yes,2008-01-01,,61
574,Asia-Pacific,Republic of Korea,Submission of initial report to CAT ,Yes,1996-01-01,,101
575,Asia-Pacific,Samoa,Submission of initial report to CAT ,No,,,138
576,Asia-Pacific,Solomon Islands,Submission of initial report to CAT ,No,,,164
577,Asia-Pacific,Singapore,Submission of initial report to CAT ,No,,,195
578,Asia-Pacific,Sri Lanka,Submission of initial report to CAT ,Yes,1997-01-01,,67
579,Asia-Pacific,Tajikistan,Submission of initial report to CAT ,Yes,2005-01-01,,130
580,Asia-Pacific,Thailand,Submission of initial report to CAT ,Yes,2013-01-01,,81
581,Asia-Pacific,Timor-Leste,Submission of initial report to CAT ,Yes,2013-01-01,,86
582,Asia-Pacific,Tonga,Submission of initial report to CAT ,No,,,196
583,Asia-Pacific,Turkmenistan,Submission of initial report to CAT ,Yes,2010-01-01,,113
584,Asia-Pacific,Tuvalu,Submission of initial report to CAT ,No,,,187
585,Asia-Pacific,Uzbekistan,Submission of initial report to CAT ,Yes,1999-01-01,,131
586,Asia-Pacific,Vanuatu,Submission of initial report to CAT ,No,,,181
587,Asia-Pacific,Viet Nam,Submission of initial report to CAT ,Yes,2017-01-01,,141
588,Americas,Antigua and Barbuda,Prohibition of torture in the constitution ,Yes,1984-01-01,,161
589,Americas,Argentina,Prohibition of torture in the constitution ,Yes,1984-01-01,,3
590,Americas,Bahamas,Prohibition of torture in the constitution ,Yes,1984-01-01,,155
591,Americas,Barbados,Prohibition of torture in the constitution ,Yes,2007-01-01,,182
592,Americas,Belize,Prohibition of torture in the constitution ,Yes,2011-01-01,,124
593,Americas,Bolivia,Prohibition of torture in the constitution ,Yes,2009-01-01,,46
594,Americas,Brazil,Prohibition of torture in the constitution ,Yes,1988-01-01,,26
595,Americas,Canada,Prohibition of torture in the constitution ,No,,,117
596,Americas,Chile,Prohibition of torture in the constitution ,No,,,37
597,Americas,Colombia,Prohibition of torture in the constitution ,Yes,1995-01-01,,102
598,Americas,Costa Rica,Prohibition of torture in the constitution ,No,,,50
599,Americas,Cuba,Prohibition of torture in the constitution ,Yes,2019-01-10,,103
600,Americas,Dominica,Prohibition of torture in the constitution ,Yes,1991-01-01,,186
601,Americas,Dominican Republic,Prohibition of torture in the constitution ,Yes,2015-01-01,,143
602,Americas,Ecuador,Prohibition of torture in the constitution ,Yes,2008-01-01,,20
603,Americas,El Salvador,Prohibition of torture in the constitution ,Yes,2003-01-01,,100
604,Americas,Grenada,Prohibition of torture in the constitution ,Yes,1991-01-01,,177
605,Americas,Guatemala,Prohibition of torture in the constitution ,Yes,1985-01-01,,49
606,Americas,Guyana,Prohibition of torture in the constitution ,Yes,1984-01-01,,133
607,Americas,Haiti,Prohibition of torture in the constitution ,Yes,1987-01-01,,166
608,Americas,Honduras,Prohibition of torture in the constitution ,Yes,1984-01-01,,10
609,Americas,Jamaica,Prohibition of torture in the constitution ,Yes,2011-01-01,,180
610,Americas,Mexico,Prohibition of torture in the constitution ,Yes,2008-01-01,,15
611,Americas,Nicaragua,Prohibition of torture in the constitution ,Yes,1987-01-01,,48
612,Americas,Panama,Prohibition of torture in the constitution ,No,,,58
613,Americas,Paraguay,Prohibition of torture in the constitution ,Yes,1992-01-01,,47
614,Americas,Peru,Prohibition of torture in the constitution ,Yes,1993-01-01,,17
615,Americas,Saint Kitts and Nevis,Prohibition of torture in the constitution ,Yes,1984-01-01,,152
616,Americas,Saint Lucia,Prohibition of torture in the constitution ,Yes,1984-01-01,,176
617,Americas,Saint Vicent and the Grenadines,Prohibition of torture in the constitution ,Yes,1984-01-01,,172
618,Americas,Suriname,Prohibition of torture in the constitution ,Yes,1987-01-01,,162
619,Americas,Trindad and Tobago,Prohibition of torture in the constitution ,No,,,190
620,Americas,United States,Prohibition of torture in the constitution ,No,,,146
621,Americas,Uruguay,Prohibition of torture in the constitution ,No,,,43
622,Americas,Venezuela,Prohibition of torture in the constitution ,Yes,1999-01-01,,126
623,Africa,Algeria,Prohibition of torture in the constitution ,Yes,2020-01-01,,120
624,Africa,Angola,Prohibition of torture in the constitution ,Yes,2010-01-01,,135
625,Africa,Benin,Prohibition of torture in the constitution ,Yes,1990-01-01,,66
626,Africa,Botswana,Prohibition of torture in the constitution ,Yes,1996-01-01,,119
627,Africa,Burkina Faso,Prohibition of torture in the constitution ,Yes,1991-01-01,,33
628,Africa,Burundi,Prohibition of torture in the constitution ,Yes,2018-01-01,,55
629,Africa,Cabo Verde,Prohibition of torture in the constitution ,Yes,1990-01-01,,34
630,Africa,Cameroon,Prohibition of torture in the constitution ,Yes,1996-01-01,,95
631,Africa,Central African Republic,Prohibition of torture in the constitution ,Yes,2016-01-01,,142
632,Africa,Chad,Prohibition of torture in the constitution ,Yes,2018-01-01,,122
633,Africa,Comoros,Prohibition of torture in the constitution ,Yes,2018-01-01,,156
634,Africa,Congo,Prohibition of torture in the constitution ,Yes,2015-01-01,,144
635,Africa,Cote d'Ivoire,Prohibition of torture in the constitution ,Yes,2016-01-01,,88
636,Africa,Maldives,Prohibition of torture in the constitution ,Yes,2008-01-01,,25
637,Africa,Democratic Republic of the Congo,Prohibition of torture in the constitution ,Yes,2011-01-01,,73
638,Africa,Djibouti,Prohibition of torture in the constitution ,Yes,1992-01-01,,148
639,Africa,Equatorial Guinea,Prohibition of torture in the constitution ,No,,,168
640,Africa,Eritrea,Prohibition of torture in the constitution ,Yes,1997-01-01,,154
641,Africa,Ethiopia,Prohibition of torture in the constitution ,Yes,1994-01-01,,104
642,Africa,Gabon,Prohibition of torture in the constitution ,Yes,1991-01-01,,90
643,Africa,Gambia,Prohibition of torture in the constitution ,Yes,1996-01-01,,118
644,Africa,Ghana,Prohibition of torture in the constitution ,Yes,1996-01-01,,83
645,Africa,Guinea,Prohibition of torture in the constitution ,Yes,2010-01-01,,125
646,Africa,Guinea-Bissau,Prohibition of torture in the constitution ,Yes,1996-01-01,,167
647,Africa,Kenya,Prohibition of torture in the constitution ,Yes,2010-01-01,,94
648,Africa,Lesotho,Prohibition of torture in the constitution ,Yes,1993-01-01,,173
649,Africa,Liberia,Prohibition of torture in the constitution ,Yes,1986-01-01,,107
650,Africa,Madagascar,Prohibition of torture in the constitution ,Yes,2010-01-01,,11
651,Africa,Malawi,Prohibition of torture in the constitution ,Yes,1994-01-01,,149
652,Africa,Mali,Prohibition of torture in the constitution ,Yes,1992-01-01,,54
653,Africa,Mauritania,Prohibition of torture in the constitution ,Yes,2012-01-01,,2
654,Africa,Mozambique,Prohibition of torture in the constitution ,Yes,2004-01-01,,84
655,Africa,Namibia,Prohibition of torture in the constitution ,Yes,1990-01-01,,82
656,Africa,Niger,Prohibition of torture in the constitution ,Yes,2010-01-01,,106
657,Africa,Nigeria,Prohibition of torture in the constitution ,Yes,1999-01-01,,64
658,Africa,Rwanda,Prohibition of torture in the constitution ,Yes,2003-01-01,,16
659,Africa,Sao Tome and Principe,Prohibition of torture in the constitution ,Yes,2003-01-01,,140
660,Africa,Senegal,Prohibition of torture in the constitution ,No,,,77
661,Africa,Seychelles,Prohibition of torture in the constitution ,Yes,2017-01-01,,139
662,Africa,Sierra Leone,Prohibition of torture in the constitution ,Yes,2013-01-01,,112
663,Africa,Somalia,Prohibition of torture in the constitution ,Yes,2012-01-01,,136
664,Africa,South Sudan,Prohibition of torture in the constitution ,Yes,2013-01-01,,145
665,Africa,Sudan,Prohibition of torture in the constitution ,Yes,2019-01-01,,151
666,Africa,Swaziland,Prohibition of torture in the constitution ,Yes,2005-01-01,,157
667,Africa,Uganda,Prohibition of torture in the constitution ,Yes,1995-01-01,,91
668,Africa,United Republic of Tanzania,Prohibition of torture in the constitution ,Yes,2005-01-01,,170
669,Africa,Zambia,Prohibition of torture in the constitution ,Yes,2016-01-01,,108
670,Africa,Zimbabwe,Prohibition of torture in the constitution ,Yes,2017-01-01,,165
671,Africa,Mauritius,Prohibition of torture in the constitution ,Yes,1984-01-01,,44
672,Africa,South Africa,Prohibition of torture in the constitution ,Yes,1996-01-01,,12
673,Africa,Togo,Prohibition of torture in the constitution ,Yes,2007-01-01,,13
674,Europe,Albania,Prohibition of torture in the constitution ,Yes,1998-01-01,,7
675,Europe,Andorra,Prohibition of torture in the constitution ,Yes,1993-01-01,,99
676,Europe,Austria,Prohibition of torture in the constitution ,No,,,32
677,Europe,Armenia,Prohibition of torture in the constitution ,Yes,1995-01-01,,59
678,Europe,Belarus,Prohibition of torture in the constitution ,Yes,2004-01-01,,114
679,Europe,Belgium,Prohibition of torture in the constitution ,No,,,89
680,Europe,Bulgaria,Prohibition of torture in the constitution ,Yes,1991-01-01,,27
681,Europe,Croatia,Prohibition of torture in the constitution ,Yes,1991-01-01,,6
682,Europe,Cyprus,Prohibition of torture in the constitution ,Yes,1984-01-01,,1
683,Europe,France,Prohibition of torture in the constitution ,No,,,63
684,Europe,Czech Republic,Prohibition of torture in the constitution ,Yes,1993-01-01,,51
685,Europe,Denmark,Prohibition of torture in the constitution ,No,,,52
686,Europe,Estonia,Prohibition of torture in the constitution ,Yes,1992-01-01,,8
687,Europe,Finland,Prohibition of torture in the constitution ,Yes,1999-01-01,,18
